Year_Month,Year,Month,Site,Type,Easting,Northing,Longitude,Latitude,NO2_NA_no,NO2,PM10_NA_no,PM10,PM25_NA_no,PM25,NO2_modelled,PM10_modelled,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,Temp_Trend,logNO2,logPM10,logPM25,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,PopDen,nearest_road_distance
2020-03,2020,3,Falkirk Haggs,Roadside,278977,679271,-3.941685363,55.99108677,0,19.21935484,3,12.90714286,31,,6.964782,9.079359,4.277239,80.83253762,1012.577204,95.88430371,4.568684245,117.7793243,5.474525889,0.5618882,Other Urban Areas,51,2.955917836,2.557780868,,test,test,train10,train10,train10,train8,train10,train10,train2,train2,0.001164832,6.344912512
2020-03,2020,3,Falkirk Hope St,Roadside,288688.39,680219.33,-3.78648491,56.00195595,0,14.36129032,0,11.66129032,31,,8.166707,8.432256,4.469478,79.62819107,1012.528748,76.23576332,4.53687772,121.0048592,6.035399961,0.44072712,Rural Areas,51,2.664536415,2.456274837,,test,train5,train3,train3,train4,train8,train8,train4,test,train1,0.002296989,9.767545758
2020-03,2020,3,Falkirk Main St Bainsford,Roadside,288563.7,681516.1,-3.789021528,56.01357234,22,21.52222222,0,13.12580645,31,,7.6004,8.406456,4.513423,79.66832762,1012.52083,76.15701988,4.528172466,121.8326526,6.032599655,0.4519624,Other Urban Areas,51,3.069085993,2.574580251,,train5,train8,train1,train10,train9,train8,test,train2,train1,train6,0.003806513,7.609453912
2020-03,2020,3,Falkirk West Bridge Street,Roadside,288457,680064,-3.790128751,56.00050725,0,28.29677419,31,,31,,8.166707,8.432256,4.469478,79.62819107,1012.528748,76.23576332,4.53687772,121.0048592,6.035399961,0.44072712,Other Urban Areas,51,3.342747812,,,test,train4,test,train9,train2,train5,train5,train1,train10,train4,0.002296989,7.354256285
2020-03,2020,3,Fife Cupar,Roadside,337369.34,714578.52,-3.014167029,56.31944401,0,21.5483871,0,14.09032258,0,6.229032258,4.599908,8.546121,4.127308,78.3673477,1012.170857,26.17687768,4.192438532,130.651525,5.931247443,0.49014788,Rural Areas,51,3.070300969,2.64548822,1.829220985,train7,train10,train6,train2,train8,test,train6,train4,train10,train10,0.002975248,6.010415946
2020-03,2020,3,Fife Dunfermline,Roadside,309924.49,687724.72,-3.448620052,56.07383003,0,17.1483871,0,10.43548387,0,5.751612903,8.010483,9.110738,4.50762,78.86466983,1012.396088,68.64692951,6.767337171,122.412433,5.53820371,0.5449,Rural Areas,51,2.841904122,2.345211909,1.74948032,test,train7,test,train1,train9,train5,test,test,test,test,0.002801765,11.15464231
2020-03,2020,3,Fife Kirkcaldy,Roadside,329143.57,692986.35,-3.141347009,56.12433096,0,13.03225806,0,10.63870968,0,5.848387097,5.907959,7.239916,4.011471,79.34992001,1012.39238,36.48832681,6.854600182,131.3766409,6.35841458,0.3903038,Rural Areas,51,2.567427673,2.364499206,1.766165913,train10,train2,train6,train4,train2,train6,train1,test,train10,train9,0.002023417,11.68128734
2020-03,2020,3,Fife Rosyth,Roadside,311770.51,683501.59,-3.417582065,56.03624296,0,15.12903226,0,11.22580645,0,6.070967742,8.02425,9.169606,4.748087,78.58379903,1012.41076,47.62177831,6.317622312,123.2606197,6.125364974,0.50615096,Rural Areas,51,2.716615564,2.418215275,1.803518023,train4,train3,train4,train1,train7,train2,train9,train6,train6,train5,0.003568482,10.58146139
2020-03,2020,3,Fort William,Rest,210849.73,774418.72,-5.101101946,56.82265998,1,6.443333333,31,,31,,1.884869,4.717869,2.286132,81.1690812,1011.991343,210.1950589,1.002311694,75.22954414,5.593071722,0.42489744,Rural Areas,51,1.863046005,,,test,train7,train4,train6,train10,test,train5,test,train6,train3,0.000733658,191.0125739
2020-03,2020,3,Glasgow Anderston,Rest,257940.81,665497.95,-4.271388994,55.86166699,0,24.75806452,31,,31,,15.51084,10.47632,4.89343,79.52551745,1012.734033,69.5481795,4.12024192,100.006592,6.686810307,0.28353712,Rural Areas,51,3.209151275,,,train3,train5,train7,train9,train6,train9,train1,train8,train8,test,0.007657156,46.64159378
2020-03,2020,3,Glasgow Burgher St,Roadside,262549.48,664168.91,-4.197139912,55.85107102,0,21.54516129,0,11.87419355,31,,10.41367,8.542207,4.639095,79.31322858,1012.773844,74.55013004,3.757191637,100.892204,6.510566228,0.44126224,Rural Areas,51,3.070151257,2.474367436,,train2,train3,train1,train8,train4,train10,train1,train8,train2,train1,0.0034253,8.538160264
2020-03,2020,3,Glasgow Byres Road,Roadside,256526.91,666936.95,-4.294722015,55.874167,0,26.04516129,0,14.79354839,0,7.667741935,12.94618,8.621157,4.639246,79.77447391,1012.712907,66.32852046,4.219576785,99.66629299,6.533524897,0.343439,Rural Areas,51,3.259832004,2.694191166,2.03702217,train1,train2,train3,train8,train7,train6,train2,train9,train4,train3,0.009129686,9.448460622
2020-03,2020,3,Glasgow Dumbarton Road,Roadside,255030,666608,-4.31844935,55.8707657,0,29.61612903,0,12.64516129,0,6.303225806,11.64325,8.903801,4.756831,79.83160681,1012.701483,69.11448911,4.136330139,99.80608191,6.507575969,0.3835126,Large Urban Areas,51,3.388319113,2.537274635,1.841061535,test,train6,train6,train7,train4,test,train7,train5,train6,train2,0.011648075,9.621623143
2020-03,2020,3,Glasgow Great Western Road,Roadside,258007,666651,-4.270936625,55.87203836,0,21.89677419,31,,31,,15.87517,10.51597,4.990312,79.65200146,1012.729874,69.56303795,4.211279773,99.65504446,6.580386845,0.31647456,Large Urban Areas,51,3.086339329,,,train4,test,train10,train10,test,train7,train1,train1,test,test,0.007803212,15.37028264
2020-03,2020,3,Glasgow High Street,Roadside,260014.1,665348.9,-4.23821368,55.86093551,0,24.92903226,0,14.15806452,0,6.193548387,16.19248,10.13053,4.93475,79.36835305,1012.754757,78.70350937,4.193532476,99.78097027,6.459831487,0.40121392,Large Urban Areas,51,3.216033078,2.650284392,1.823508168,test,train3,train5,train8,train6,train4,train6,test,test,train2,0.005464461,13.7337869
2020-03,2020,3,Glasgow Kerbside,Kerbside,258713.92,665194.51,-4.258888922,55.85917001,0,43.99677419,0,14.76451613,0,7.093548387,19.82061,9.950081,4.918889,79.45492779,1012.742054,70.59489836,4.238149165,99.71949025,6.606831972,0.34038812,Rural Areas,51,3.784116317,2.692226743,1.959185693,test,train5,train2,train3,train10,train2,test,train4,train6,train7,0.004372748,286.6771733
2020-03,2020,3,Glasgow Nithsdale Road,Roadside,257886.88,662669.31,-4.270767942,55.83625604,31,,31,,31,,10.33005,8.291381,4.545501,79.59028946,1012.765499,82.65764822,3.850949256,101.7548249,6.29434668,0.37329464,Rural Areas,51,,,,test,train8,test,train5,train8,test,train7,train7,train3,train8,0.007121622,9.431613068
2020-03,2020,3,Glasgow Townhead,Rest,259692.6,665899.13,-4.24363094,55.86578198,0,19.65483871,0,10.45806452,0,5.758064516,16.16988,8.836711,4.709395,79.43219513,1012.748996,75.60353894,4.157766991,99.91384964,6.58714911,0.40121392,Rural Areas,51,2.978323553,2.347373405,1.750601397,train6,test,test,test,train7,train3,test,train4,train4,train9,0.008851289,286.2007658
2020-03,2020,3,Glasgow Waulkmillglen Reservoir,Rest,252455.25,658157.36,-4.354967932,55.79412004,17,6.25,17,8.735714286,17,5.707142857,6.147751,7.221135,3.977368,81.34257866,1012.767586,121.6971798,3.827732661,104.4752795,5.843697283,0.54162504,Rural Areas,51,1.832581464,2.167419713,1.741718523,train4,train2,test,train1,test,train4,train7,train1,train7,train3,0.000760405,703.3625679
2020-03,2020,3,Grangemouth,Industrial,293829.88,681020.65,-3.704398944,56.01031895,2,11.97241379,2,11.44482759,3,7.825,9.274985,8.379982,4.713545,79.17386308,1012.487337,73.14665915,4.878332196,121.5745429,6.435206724,0.3573742,Rural Areas,51,2.482605153,2.437537889,2.057323736,test,test,train10,train3,train9,train3,train2,train7,train7,train1,0.002708321,276.6920559
2020-03,2020,3,Grangemouth Moray,Rest,293436.55,681344.72,-3.710832922,56.01314198,6,13.192,31,,31,,9.274985,8.379982,4.713545,79.17386308,1012.487337,73.14665915,4.878332196,121.5745429,6.435206724,0.3573742,Rural Areas,51,2.579610585,,,train6,train7,train9,train2,train1,train4,train9,test,train5,train5,0.002708321,58.50815374
2020-03,2020,3,Inverclyde Greenock A8,Roadside,229331.5,675714.7,-4.73442097,55.94407866,0,21.22580645,0,12.91290323,0,6.167741935,9.474823,6.403448,3.545374,79.28501556,1012.429378,123.1634379,5.436868181,98.49779891,6.146395565,0.44831844,Other Urban Areas,51,3.055217727,2.558227062,1.819332796,test,train2,train3,test,train3,train5,train7,train10,train7,test,0.003067665,2.984158052
2020-03,2020,3,Inverness,Roadside,265708.85,845668.85,-4.241451007,57.48130795,3,14.23214286,3,10.34642857,3,4.571428571,5.883352,6.184689,3.385562,76.38867793,1010.509764,33.02058468,3.625586337,100.4303959,5.826780569,0.4266384,Rural Areas,51,2.655502988,2.336641395,1.519825754,train4,train9,train5,test,train8,train5,train4,train2,train3,train8,0.003224405,9.161786596
2020-03,2020,3,Inverness Academy Street,Roadside,266653,845439,-4.225591911,57.47952362,0,26.65483871,31,,31,,5.88474,6.11798,3.327771,76.2700251,1010.506232,32.20827632,3.553701631,100.3007124,5.862556313,0.30399956,Other Urban Areas,51,3.282970699,,,train10,train10,train8,test,train1,train9,train8,train6,train4,test,0.002342059,19.54834901
2020-03,2020,3,Inverness Academy Street 1st Floor,Roadside,266653.2,845439.2,-4.225588687,57.47952547,0,21.70645161,31,,31,,5.88474,6.11798,3.327771,76.2700251,1010.506232,32.20827632,3.553701631,100.3007124,5.862556313,0.30399956,Other Urban Areas,51,3.077609526,,,test,test,test,train4,train2,train6,test,test,train9,train1,0.002342059,19.26604113
2020-03,2020,3,Lerwick,Rest,445350.77,1139689.93,-1.185318917,60.13922003,0,1.890322581,31,,31,,2.364815,4.72034,2.50985,82.17528936,1007.427276,112.9905657,8.697166394,92.90251359,4.907564793,0.48333288,Rural Areas,51,0.636747492,,,train5,train10,train9,test,train10,test,train7,train2,test,train7,0.00025478,140.2011149
2020-03,2020,3,N Lanarkshire Airdrie Kenilworth Dr,Roadside,277385.6,665831.3,-3.961072478,55.87000076,0,18.43870968,2,14.42068966,31,,8.934345,8.88904,4.779824,80.60463549,1012.730359,62.23462826,5.397413042,104.0993538,5.131460774,0.45687704,Other Urban Areas,51,2.914452242,2.668663957,,train3,train4,train9,train10,train7,test,train2,train7,train6,test,0.003552469,14.81314762
2020-03,2020,3,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,-3.94734605,55.84580998,0,22.56774194,2,11.42758621,2,5.634482759,7.759228,9.326022,4.608509,80.68542265,1012.743988,67.19682599,5.078319581,104.071356,5.308089115,0.48828836,Rural Areas,51,3.116521539,2.436030275,1.728905352,train1,train5,test,train7,train7,train5,test,train7,train10,test,0.000466173,3.193975307
2020-03,2020,3,N Lanarkshire Coatbridge Sunnyside Rd,Roadside,273054,665234.7,-4.029968166,55.86352174,0,17.39354839,31,,31,,10.59706,8.545942,4.802351,80.3658422,1012.748104,52.87322022,4.694457079,103.2531935,5.540868176,0.41040884,Other Urban Areas,51,2.856099355,,,train7,train6,train7,train4,train3,train7,train6,train9,train4,train8,0.003255365,11.55067351
2020-03,2020,3,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,-4.019443945,55.85194396,0,14.5516129,0,8.583870968,0,5.016129032,10.99162,9.337704,4.977417,79.92620496,1012.767764,58.73504031,4.537569337,102.0993554,5.676318237,0.43005012,Rural Areas,51,2.67770184,2.149884973,1.612658527,train10,train3,train1,train1,train6,train2,train6,test,train5,train3,0.004108641,16.13114014
2020-03,2020,3,N Lanarkshire Croy,Roadside,272770.4,675740.3,-4.039443976,55.95777804,30,4.9,30,6.9,30,3.9,6.558533,7.691012,4.18477,80.87704674,1012.633195,97.48142607,4.737623788,105.655945,5.531940143,0.52978436,Other Urban Areas,51,1.589235205,1.931521412,1.360976553,test,train6,train7,test,test,test,train1,test,test,train7,0.001135502,9.039749229
2020-03,2020,3,N Lanarkshire Kirkshaws,Roadside,272522.8,663029.8,-4.037413226,55.84358325,0,15.78387097,0,10.72580645,0,5.690322581,10.31023,9.009484,5.059159,80.02442949,1012.770953,58.8880072,4.349980316,102.3735818,5.75634152,0.47137236,Other Urban Areas,51,2.758988594,2.372652656,1.738766939,train2,train9,train7,train6,train9,train4,train9,train5,train3,test,0.005176738,32.05366888
2020-03,2020,3,N Lanarkshire Moodiesburn,Roadside,269929,670386,-4.082340363,55.90894138,31,,31,,31,,8.448348,8.147709,4.543483,81.33390176,1012.702069,77.90937874,4.681061161,102.1712547,5.503463583,0.55710512,Other Urban Areas,51,,,,train1,test,train2,train2,test,train2,train9,train3,train5,train8,0.002687055,11.22300763
2020-03,2020,3,N Lanarkshire Motherwell,Roadside,275540.87,656789.09,-3.986388952,55.78833303,13,12.82222222,0,12.57419355,0,6.480645161,11.04318,8.834129,4.728866,80.42944364,1012.820853,80.69651774,3.919642173,103.8327564,5.675441989,0.48160068,Rural Areas,51,2.551179777,2.531646583,1.868820067,train10,test,train9,test,test,train6,train3,train5,test,train2,0.002833175,81.53773543
2020-03,2020,3,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,-4.023223128,55.84352272,0,18.66774194,0,10.65806452,0,5.483870968,12.89051,10.70072,5.086086,79.84012016,1012.777963,60.78405145,4.214517917,102.3470885,5.848555486,0.46297308,Other Urban Areas,51,2.926797004,2.366316837,1.701811233,train2,test,train2,train6,train1,train7,train4,train8,train4,train7,0.00077988,19.7483369
2020-03,2020,3,N Lanarkshire Uddingston New Edinburgh Rd,Roadside,269145.6,661499.7,-4.09057047,55.82893997,0,20.06129032,31,,31,,11.26687,10.45797,5.022753,80.16661375,1012.798816,62.17605836,3.565579015,103.349154,6.103850747,0.55640068,Large Urban Areas,51,2.998792104,,,train3,train9,train7,train6,train1,train10,train4,train10,train6,test,0.003144516,19.34483261
2020-03,2020,3,North Ayrshire Irvine High St,Kerbside,232142,638892,-4.666789703,55.61457831,0,10.73870968,0,15.53225806,0,8.041935484,5.69017,6.47563,3.728621,79.27279118,1012.896031,73.17164983,5.745828037,96.27678933,6.436859897,0.44918836,Other Urban Areas,51,2.37385494,2.742919027,2.084669786,train9,train1,train3,train2,train4,test,test,train8,test,train7,0.002810368,142.8479924
2020-03,2020,3,Paisley Gordon Street,Roadside,248316.83,663615.52,-4.423958026,55.84183603,0,20.63870968,0,11.94193548,31,,8.679716,7.689182,4.28673,80.8168219,1012.677063,97.91361967,4.133275747,102.3209775,6.575630587,0.50490048,Rural Areas,51,3.027168423,2.480056196,,train8,test,train10,train4,test,test,train5,train10,train3,train1,0.004330363,13.50052293
2020-03,2020,3,Peebles,Rest,324814.65,641087.92,-3.19652692,55.65747203,0,3.94516129,31,,31,,2.496405,6.484254,3.76214,80.97636667,1013.030936,69.38617589,4.485204413,103.3487552,5.258428131,0.78261824,Rural Areas,51,1.372489838,,,train5,train2,train6,train8,train1,train3,train3,train1,train3,train9,0.001119774,325.8272606
2020-03,2020,3,Perth Atholl Street,Roadside,311577.28,723931.02,-3.434181973,56.39932696,0,30.06129032,0,12.96129032,0,6.432258065,6.14586,7.789075,3.967778,78.89717009,1012.133313,35.96882339,3.589897773,132.7989086,5.983352496,0.4976568,Rural Areas,51,3.403238308,2.561967248,1.861325653,train5,train8,train3,train2,test,test,train3,train5,train9,train2,0.005096803,7.541035454
2020-03,2020,3,Perth Crieff,Roadside,286363,721614,-3.841475287,56.37312625,0,14.83870968,3,9.789285714,3,5.010714286,2.980743,7.486306,3.78738,80.58047103,1012.193978,71.16469285,4.94206695,121.721567,5.163364621,0.5265724,Rural Areas,51,2.697239285,2.281288493,1.611578477,train7,train9,train6,train5,train2,train2,train10,train5,test,train6,0.003006287,8.087489738
2020-03,2020,3,Perth High Street,Roadside,311680.93,723624.9,-3.432400001,56.39659701,0,15.52258065,31,,11,6.305,6.14586,7.789075,3.967778,78.89717009,1012.133313,35.96882339,3.589897773,132.7989086,5.983352496,0.44416212,Rural Areas,51,2.74229578,,1.841342969,train8,train8,test,train3,train6,train8,train10,train10,train10,train4,0.005096803,319.1852353
2020-03,2020,3,Renfrew Cockels Loan,Roadside,250464,665933,-4.390979228,55.86331069,10,25.64285714,31,,31,,9.546982,9.113013,4.466715,80.47896573,1012.667575,76.75395069,4.316322451,99.94168558,6.285100385,0.56646384,Large Urban Areas,51,3.244265059,,,train8,train3,train8,train2,test,train2,train4,test,train5,train4,0.00096176,26.41545805
2020-03,2020,3,Renfrew Inchinnan Road,Roadside,250567,667558.1,-4.390231474,55.87793123,4,18.21111111,31,,31,,8.639132,8.191965,4.456167,80.34138575,1012.644698,75.84990452,4.210658808,99.45272004,6.333187723,0.55022632,Large Urban Areas,51,2.902031908,,,train10,train4,train1,test,train6,train4,train2,train3,train5,train2,0.00479804,10.64165285
2020-03,2020,3,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,-4.633680996,55.47016203,2,8.165517241,31,,18,7.484615385,5.006084,6.415796,3.618717,78.684947,1013.048879,72.37762914,5.933756599,99.01813456,6.367149454,0.44100104,Rural Areas,51,2.099920073,,2.012849632,train8,train5,train2,train8,train2,train3,train9,train8,train2,test,0.003345876,314.4604262
2020-03,2020,3,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,-4.631672929,55.46453104,0,12.56451613,31,,0,5.051612903,5.006084,6.415796,3.618717,78.684947,1013.048879,72.37762914,5.933756599,99.01813456,6.367149454,0.44100104,Rural Areas,51,2.530876661,,1.619707579,test,train1,train7,train3,train3,train10,train5,train9,train7,train7,0.003345876,20.8577063
2020-03,2020,3,South Lanarkshire Blantyre,Roadside,268916,657605,-4.09235526,55.79390732,0,19.82258065,3,11.99285714,3,5.739285714,7.892401,8.484212,4.821442,80.48897018,1012.837975,74.41524262,3.484925781,104.4950616,5.902882991,0.49141516,Other Urban Areas,51,2.986821725,2.484311234,1.747334763,train8,train9,test,train1,train7,train1,test,train4,test,train1,0.00452332,11.11249079
2020-03,2020,3,South Lanarkshire Cambuslang,Kerbside,264319,660519,-4.167073146,55.81880163,0,24.58064516,0,14.6,0,6.622580645,8.746508,8.329157,4.679214,80.17369092,1012.816595,71.77131131,3.405416527,103.5822933,6.270498657,0.40813644,Large Urban Areas,51,3.201959351,2.681021529,1.89048512,test,train4,train4,train9,train3,train6,test,train6,train8,train9,0.003145921,7.878133166
2020-03,2020,3,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,-4.163610983,55.775278,0,25.60967742,0,12.11612903,0,5.935483871,7.657523,8.160675,4.583843,80.4881284,1012.856556,94.24533588,4.408215596,102.9217528,5.406235575,0.56961648,Rural Areas,51,3.242970304,2.494537543,1.780948553,train5,train7,train10,train9,train1,train9,test,test,train4,train4,0.003901808,4.914430819
2020-03,2020,3,South Lanarkshire Hamilton,Roadside,272298,655289,-4.037365263,55.77401709,0,22.86774194,0,13.57096774,0,6.138709677,9.446795,9.002822,4.716128,80.64654064,1012.838132,74.14946856,3.169152581,106.1655547,5.947015786,0.4507756,Other Urban Areas,51,3.129727268,2.607932786,1.81461457,test,train7,train9,test,train5,train2,train10,train3,train8,train3,0.002279447,6.74367849
2020-03,2020,3,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,-3.775657996,55.67393599,0,14.95806452,0,12.51935484,0,6.183870968,4.107048,7.465542,4.01304,83.46922227,1012.917205,76.90467261,6.461767468,101.6434505,4.806127328,0.60050484,Rural Areas,51,2.705250587,2.527275834,1.821944446,train6,test,test,test,train6,test,train1,train6,train1,train10,0.002321814,3.606069758
2020-03,2020,3,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,-4.058362489,55.7988131,31,,1,10.86333333,1,5.933333333,12.60709,10.81268,5.13972,79.99634803,1012.818284,82.16532478,3.167788821,104.4846598,6.183032469,0.48465088,Rural Areas,51,,2.385393204,1.780586169,test,train10,train1,train5,train2,test,train6,test,train1,train4,0.000335911,35.00838955
2020-03,2020,3,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,-4.218786034,55.82840798,31,,0,14.69354839,0,6.816129032,10.77092,9.283712,4.804656,79.75553717,1012.80056,78.3150937,3.626415051,102.5394871,6.33503015,0.48466204,Rural Areas,51,,2.687408512,1.91929172,test,train9,train2,train6,train6,test,train4,train10,train2,train6,0.00416034,10.42225267
2020-03,2020,3,South Lanarkshire Uddingston,Roadside,269657,660305.7,-4.081839503,55.81835747,0,18.34193548,0,13.12580645,0,6.496774194,9.306518,8.51042,4.719513,80.20807696,1012.807424,65.61839006,3.463567313,103.662442,6.102943844,0.58485916,Other Urban Areas,51,2.909189995,2.574580251,1.871305776,train3,train2,test,train8,train1,train7,train9,train6,train4,train7,0.002997314,7.476428806
2020-03,2020,3,Stirling Craig's Roundabout,Roadside,279955,693012,-3.932178761,56.11471995,0,15.74516129,0,10.42258065,0,5.274193548,6.147352,7.633842,4.132677,80.26624411,1012.400535,69.20677534,4.564549433,122.1612802,6.42308535,0.37462904,Other Urban Areas,51,2.756533098,2.343974668,1.662825786,train9,test,train1,train4,train5,test,train9,train7,train4,train5,0.003521863,23.09566273
2020-03,2020,3,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,-4.406231024,55.91795997,31,,0,10.1,0,6.006451613,6.918251,7.610648,4.149581,81.72510527,1012.58467,85.40713752,4.897505815,101.3313632,5.644500948,0.5763974,Rural Areas,51,,2.312535424,1.79283416,train2,train1,test,train4,train9,train1,train7,train1,test,train5,0.003155807,29.32199251
2020-03,2020,3,West Dunbartonshire Glasgow Road,Roadside,240234.67,675198.79,-4.559729998,55.94319696,0,13.52903226,31,,31,,4.962714,6.824376,3.734175,82.05926012,1012.515727,91.13191062,3.977878873,102.1372148,5.984985272,0.4731642,Rural Areas,51,2.604837914,,,train4,test,train5,train3,train9,train4,test,train3,test,train10,0.003982961,5.975355394
2020-03,2020,3,West Lothian Broxburn,Roadside,308314.04,672230.25,-3.469190056,55.93435701,0,21.24193548,0,12.87419355,0,6.75483871,8.715574,9.635822,4.878559,78.7295348,1012.497343,58.56400169,5.010936761,122.8627961,5.805688877,0.4978408,Rural Areas,51,3.055977317,2.555224808,1.910259094,train10,train8,train3,test,train3,test,train7,train7,train9,train6,0.002250195,7.21704839
2020-03,2020,3,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,-3.597309839,55.97670967,9,16.75909091,3,10.95357143,3,5.803571429,7.019276,8.515758,4.362644,80.0267085,1012.477704,71.09540645,5.531897791,124.3608067,5.940527651,0.46817088,Other Urban Areas,51,2.818940852,2.393665561,1.758473492,train7,train3,train5,test,test,train3,train4,train3,train2,train4,0.001376314,6.003113457
2020-03,2020,3,West Lothian Newton,Roadside,309258,677728.99,-3.45593904,55.98392504,3,13.59285714,4,15.45555556,4,10.57777778,6.530708,10.32554,4.48242,79.29826619,1012.451667,62.55899199,6.242162708,123.4056215,5.582621467,0.52103928,Rural Areas,51,2.609544445,2.737968522,2.358755364,train6,train6,train7,train4,test,train7,train2,train8,train8,train10,7.68E-05,5.755533574
2020-04,2020,4,Aberdeen Anderson Dr,Roadside,392504.39,804189.75,-2.125446985,57.12856696,0,9.9,1,13.25172414,30,,7.835247,8.178943,4.100969,70.43863898,1017.918891,8.766510354,4.381958842,223.9684937,7.719227577,0.47331608,Large Urban Areas,52,2.292534757,2.584127668,,test,train4,test,train9,train7,train5,train8,test,train3,test,0.005043652,14.49298793
2020-04,2020,4,Aberdeen Errol Place,Rest,394395.8,807391.98,-2.094278044,57.15736002,0,10.12,0,13.65666667,0,7.15,12.66344,8.119581,4.16183,70.63378429,1017.920457,9.026161577,4.414125869,226.4926057,7.923306854,0.37123096,Large Urban Areas,52,2.314513664,2.614227803,1.967112357,train9,train6,train2,train9,train2,train10,train8,train2,test,test,0.006856933,76.62294631
2020-04,2020,4,Aberdeen King Street,Roadside,394333,808770,-2.095348117,57.16973795,0,11.28333333,0,14.82,0,7.656666667,10.57122,8.027124,4.053393,70.92084171,1017.919301,9.144852563,4.329778106,227.3288432,7.972199681,0.60533632,Large Urban Areas,52,2.423326711,2.69597762,2.035576728,train9,train7,train8,train3,train10,train5,train10,train4,test,train9,0.003619307,9.599338545
2020-04,2020,4,Aberdeen Market Street 2,Roadside,394551.62,805673.18,-2.091663919,57.14192196,0,21.82333333,0,14.29666667,0,7.133333333,19.65502,8.728048,4.418951,71.00303479,1017.922244,8.020016903,4.40956801,227.4892803,7.893284739,0.23528148,Large Urban Areas,52,3.082979734,2.66002641,1.964778633,train10,train6,train5,test,test,train2,train8,test,train1,test,0.003417075,7.363513475
2020-04,2020,4,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,-2.106472003,57.14455502,3,19.91481481,5,11.692,5,6.924,11.12131,8.218629,4.220542,70.53517513,1017.920333,8.565042484,4.352889585,225.4499483,7.825583469,0.2941473,Large Urban Areas,52,2.991463918,2.458904847,1.934993637,train2,train1,train4,train2,train9,train8,test,train4,test,train8,0.007883783,13.61053035
2020-04,2020,4,Aberdeen Wellington Road,Roadside,394410.99,804813.2,-2.093968047,57.13419503,0,21.21,0,15.32333333,0,7.81,10.51123,8.13949,4.16338,71.33681101,1017.923114,8.092735098,4.656065177,227.5255951,7.707425677,0.44686476,Large Urban Areas,52,3.054472769,2.729376721,2.055404964,train1,train10,test,train7,train8,train9,train5,test,train9,train10,0.003963479,9.754705711
2020-04,2020,4,Alloa A907,Roadside,288689,693068,-3.791820157,56.11733979,0,12.56333333,0,11.33,0,6.273333333,9.210151,8.504625,4.640224,72.51045298,1018.013288,15.87089836,4.637863389,206.7702147,8.910927906,0.47204764,Other Urban Areas,52,2.530782519,2.427454075,1.836307845,train3,train3,train4,train10,train4,train10,train1,test,test,train3,0.003657907,2.820852372
2020-04,2020,4,Bush Estate,Rest,324629.04,663890.62,-3.205782065,55.862281,0,3.286666667,30,,30,,4.415582,7.527717,4.174638,73.13763896,1017.925261,6.857801744,4.421220908,201.017894,7.96988263,0.65692496,Rural Areas,52,1.18987388,,,train5,test,train2,train7,test,train3,train3,train9,train9,train6,5.68E-05,67.55410485
2020-04,2020,4,Dumfries,Roadside,297019.53,576254.03,-3.614233057,55.070033,0,12.04666667,30,,30,,5.682414,7.067747,3.932902,73.12352434,1017.737873,14.12118097,3.236462403,219.2165973,9.59157974,0.49816184,Rural Areas,52,2.488787996,,,train9,train4,train9,train2,train2,train10,train6,train9,train7,train10,0.001840131,7.734609493
2020-04,2020,4,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,-2.943422928,56.46733201,0,19.52333333,0,13.72666667,0,6.706666667,8.105422,7.58328,3.789232,72.31312327,1018.055099,11.78422619,4.22125381,214.4026284,8.85489369,0.36478436,Rural Areas,52,2.971610331,2.619340413,1.903102057,train7,train1,train8,train1,train8,train7,train8,train2,train6,test,0.003589741,11.47388376
2020-04,2020,4,Dundee Lochee Road,Kerbside,338859.24,730774.79,-2.993867031,56.465126,0,16.86333333,0,12.27666667,0,6.55,6.127554,7.712846,3.99138,72.25001334,1018.04809,12.98806926,4.556594402,215.7650302,8.341177064,0.50090012,Rural Areas,52,2.82514164,2.507700442,1.87946505,train6,train1,train1,train3,test,test,test,train1,train2,train6,0.00690036,3.659449659
2020-04,2020,4,Dundee Mains Loan,Rest,340970.55,731892.31,-2.959861021,56.47543397,1,5.586206897,0,10.69333333,0,6.166666667,7.727964,7.940157,4.079206,72.15123035,1018.051335,13.07109892,4.632443086,213.8422823,8.431638504,0.49230888,Rural Areas,52,1.720300505,2.369620494,1.819158443,train1,train1,test,train7,test,train7,train10,train8,train10,train4,0.007024925,215.8970495
